pathway,pval,padj,log2err,ES,NES,size,leadingEdge
WP_NAD_BIOSYNTHETIC_PATHWAYS,0.29069767441860467,0.5384024762823605,0.09923333437711905,0.41383000766689143,1.131545635488581,21,
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,0.25738396624472576,0.4942464443066348,0.09656295543094219,0.3277731464418251,1.1307812009977174,76,
REACTOME_CA2_PATHWAY,0.28509406657018815,0.531625969285267,0.09225972605273541,0.3383449223866831,1.128920458167948,61,
REACTOME_MEIOTIC_SYNAPSIS,0.2953890489913545,0.5437225680789296,0.08998607949971373,0.34658334147291314,1.1280509029132035,49,
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,0.3066465256797583,0.5577674293301519,0.09054289484694737,0.368751032451316,1.1275009699420762,37,
REACTOME_STIMULI_SENSING_CHANNELS,0.25168236877523553,0.4851620589987424,0.09528798461948437,0.30991096092581427,1.1272779339228083,103,
REACTOME_SIGNALING_BY_NOTCH2,0.2995319812792512,0.5488216595574914,0.09374654224917187,0.38075704279918215,1.1265642390283443,33,
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS,0.29004329004329005,0.5384024762823605,0.0911073131586733,0.3448614683937193,1.126482249237004,51,
REACTOME_PERK_REGULATES_GENE_EXPRESSION,0.3052959501557632,0.5558165795640898,0.09255288646847727,0.38157432029791755,1.1264196023939437,32,
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES,0.29148629148629146,0.5390204409630867,0.09082414190071554,0.34456844461994257,1.125525093654209,51,
PID_RB_1PATHWAY,0.29088277858176553,0.5384024762823605,0.0911073131586733,0.337197350608611,1.125091474276766,61,
KEGG_PROPANOATE_METABOLISM,0.3088923556942278,0.5608318065692656,0.09196861400004266,0.3825883891206975,1.1246808704307745,31,
PID_TCR_CALCIUM_PATHWAY,0.31605351170568563,0.5705497802714765,0.09466462231533423,0.4061477541484103,1.122846143992667,22,
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE,0.3164763458401305,0.5705497802714765,0.09314545753378035,0.41509751406637924,1.1226088812474553,19,
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,0.2706552706552707,0.5113798544800435,0.0943563635421779,0.32875868775227424,1.1225415843355286,73,
PID_NECTIN_PATHWAY,0.3228346456692913,0.578786059814272,0.08998607949971373,0.3836235836886785,1.1223502826843825,30,
REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,0.2761087267525036,0.5197847814580949,0.09344492194109945,0.3316719026378815,1.121558459984306,67,
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION,0.31695721077654515,0.5705497802714765,0.09139243259437684,0.3858434860085614,1.1215290572588716,29,
PID_S1P_META_PATHWAY,0.30398671096345514,0.554339136155387,0.09656295543094219,0.40993054702737214,1.1208832437198348,21,
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE,0.3418803418803419,0.5989647707439119,0.09139243259437684,0.44388283637232206,1.1205660143263805,15,
WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS,0.23404255319148937,0.46230342275670677,0.09528798461948437,0.28967424375913176,1.119823992271668,152,
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA,0.3071786310517529,0.558227348611322,0.09624060232812902,0.40242810599451023,1.1184165090472595,23,
WP_CAMKK2_PATHWAY,0.3157894736842105,0.5705497802714765,0.09026354843400684,0.3734664184919302,1.1167629428517354,34,
REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS,0.31699346405228757,0.5705497802714765,0.09314545753378035,0.39555023822348134,1.116129188365049,24,
REACTOME_RHO_GTPASE_EFFECTORS,0.21071428571428572,0.4286953460085782,0.09854998035316907,0.2749191555663675,1.1160960063343455,278,
KEGG_TYROSINE_METABOLISM,0.3157099697885196,0.5705497802714765,0.08889452886204495,0.364371917637427,1.1141112957021826,37,
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT,0.22798552472858866,0.45563033801890507,0.09466462231533423,0.2817851177539362,1.1137216315254914,190,
WP_STATIN_INHIBITION_OF_CHOLESTEROL_PRODUCTION,0.31738437001594894,0.5705497802714765,0.0916795246008379,0.386950117736114,1.1132812363329438,25,
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,0.25891677675033026,0.4952867337070911,0.09255288646847727,0.29858638055119424,1.1116622166437575,119,
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_MAPK_SIGNALING,0.3171471927162367,0.5705497802714765,0.08889452886204495,0.36528722733212404,1.1110370113121597,36,
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,0.29083094555873923,0.5384024762823605,0.09054289484694737,0.33721471833473526,1.1106404342733025,55,
WP_ETHANOL_EFFECTS_ON_HISTONE_MODIFICATIONS,0.3354330708661417,0.5962318198597268,0.08783126344801238,0.3785769852618548,1.1075856764094547,30,
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION,0.3272425249169435,0.5861629097750627,0.09225972605273541,0.40487609149511405,1.1070627208207282,21,
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,0.33497536945812806,0.5962318198597268,0.09026354843400684,0.40539035411009605,1.10620084681236,20,
WP_3Q29_COPY_NUMBER_VARIATION_SYNDROME,0.30042918454935624,0.5499614834378783,0.0886261133285098,0.3269758694181143,1.105678683180458,67,
WP_ERK_PATHWAY_IN_HUNTINGTONS_DISEASE,0.347008547008547,0.602879007217187,0.09054289484694737,0.4376889194182858,1.1049296971148916,15,
REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE,0.33687405159332323,0.5965527810040006,0.08553569479878835,0.35801047596314906,1.1044696524437432,39,
BIOCARTA_ETS_PATHWAY,0.34049586776859503,0.5987301079649364,0.08971046527429813,0.4245652339000836,1.1039916503353542,17,
BIOCARTA_RHO_PATHWAY,0.33825944170771755,0.5965527810040006,0.08971046527429813,0.4044116583330995,1.1035302502224096,20,
BIOCARTA_ATRBRCA_PATHWAY,0.34615384615384615,0.602879007217187,0.08943668337186206,0.39867900238242926,1.1021978478117507,22,
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION,0.33554817275747506,0.5962318198597268,0.09082414190071554,0.40308832940680556,1.1021743986815908,21,
REACTOME_PI_METABOLISM,0.28904109589041094,0.5379824494273104,0.08835944425009051,0.3138023712471333,1.101653559633035,81,
BIOCARTA_RAS_PATHWAY,0.34615384615384615,0.602879007217187,0.08943668337186206,0.3984773136502254,1.1016402541455819,22,
WP_PROGERIAASSOCIATED_LIPODYSTROPHY,0.3372093023255814,0.5965527810040006,0.09054289484694737,0.4027770242958286,1.1013231894094135,21,
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,0.3349673202614379,0.5962318198597268,0.08998607949971373,0.3901941738386464,1.101015912687285,24,
WP_RAS_AND_BRADYKININ_PATHWAYS_IN_COVID19,0.3365695792880259,0.5965527810040006,0.08916471178206781,0.382579814582632,1.0994325012515471,27,
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE,0.3415435139573071,0.5989647707439119,0.08916471178206781,0.4028222257096954,1.09919311763863,20,
REACTOME_CHROMOSOME_MAINTENANCE,0.29388297872340424,0.5419484081808903,0.0857844408075645,0.2986852918680202,1.0981222520312883,111,
REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION,0.3415435139573071,0.5989647707439119,0.08916471178206781,0.4024151998831463,1.0980824540290048,20,
WP_NOTCH_SIGNALING,0.34632683658170915,0.602879007217187,0.0833634065110386,0.34739560001166503,1.0979688814536006,44,
REACTOME_MITOTIC_PROPHASE,0.30335570469798656,0.5537973093071006,0.08455574424412811,0.3022440716026687,1.0977856861139959,102,
WP_MELATONIN_METABOLISM_AND_EFFECTS,0.34715821812596004,0.602879007217187,0.08455574424412811,0.36309079856751897,1.0955759854548306,35,
REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS,0.2988826815642458,0.5481343857311259,0.08756971155485113,0.31002433501137966,1.0944468229131181,87,
WP_PPAR_SIGNALING_PATHWAY,0.34054834054834054,0.5987301079649364,0.08220549204158693,0.32986924947270213,1.0941952182453578,58,
KEGG_PPAR_SIGNALING_PATHWAY,0.33670520231213874,0.5965527810040006,0.08289621345715653,0.32763637341676416,1.09337913854544,60,
REACTOME_ONCOGENE_INDUCED_SENESCENCE,0.34321372854914195,0.5999329836829836,0.08603472424556043,0.36949416901218973,1.0932402307740638,33,
REACTOME_TRANSLATION_OF_SARS_COV_1_STRUCTURAL_PROTEINS,0.358161648177496,0.6140352784792578,0.08455574424412811,0.3753176070849573,1.0909335451041096,29,
KEGG_RETINOL_METABOLISM,0.338368580060423,0.5965527810040006,0.08504274637643215,0.35613038784558443,1.0889118195886185,37,
KEGG_NON_SMALL_CELL_LUNG_CANCER,0.33093525179856115,0.5911881754649899,0.08359906036841593,0.33150230890771276,1.0888178563384836,53,
WP_TRANSSULFURATION_AND_ONECARBON_METABOLISM,0.34321372854914195,0.5999329836829836,0.08603472424556043,0.3697958649788714,1.087075162584014,31,
WP_SLEEP_REGULATION,0.34674922600619196,0.602879007217187,0.08504274637643215,0.36301467062582654,1.0855094642872458,34,
BIOCARTA_TNFR1_PATHWAY,0.3629160063391442,0.6195295445533299,0.08383610571599288,0.3719201653261508,1.081058220546313,29,
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS,0.3669421487603306,0.6253344888080996,0.08553569479878835,0.4156827279533104,1.08089458157819,17,
REACTOME_SIGNALING_BY_NOTCH,0.30073349633251834,0.5500148757261702,0.07998588014999461,0.27335230945765243,1.079191490621779,195,
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,0.3591654247391952,0.6152285210399754,0.08108020575508663,0.34322334955399403,1.0790135213615148,41,
WP_THYROID_HORMONES_PRODUCTION_AND_PERIPHERAL_DOWNSTREAM_SIGNALING_EFFECTS,0.3328729281767956,0.5935887452501467,0.08108020575508663,0.30363787438130496,1.078750079664192,90,
REACTOME_LAGGING_STRAND_SYNTHESIS,0.361247947454844,0.6177370803783003,0.08603472424556043,0.3952571554239708,1.078550082915631,20,
REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN,0.3474320241691843,0.602879007217187,0.08359906036841593,0.352741023446982,1.0785484271893961,37,
BIOCARTA_VIP_PATHWAY,0.37799043062200954,0.6371019146824596,0.08197787965012722,0.37395821733904255,1.0759026744113531,25,
REACTOME_TIGHT_JUNCTION_INTERACTIONS,0.37799043062200954,0.6371019146824596,0.08197787965012722,0.3739439087937557,1.0758615077744744,25,
REACTOME_IRON_UPTAKE_AND_TRANSPORT,0.3438395415472779,0.6002927891292651,0.08130273453844984,0.3265316052777724,1.0754548487105806,55,
WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,0.3579109062980031,0.6140352784792578,0.08289621345715653,0.35639091536416606,1.075360019718699,35,
WP_WNT_SIGNALING_PATHWAY_AND_PLURIPOTENCY,0.34794520547945207,0.6032458506100822,0.07829552499447937,0.29941007669039593,1.0746453343500746,97,
WP_CELL_DIFFERENTIATION_INDEX,0.37777777777777777,0.6371019146824596,0.0857844408075645,0.42557957381560396,1.0743600962513067,15,
REACTOME_SIGNALING_BY_WNT,0.28150765606595995,0.5273981297805567,0.0815265143256594,0.2623980696699494,1.0707055541799408,286,
REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,0.3541963015647226,0.6109045787988615,0.07934349601349727,0.31426095617438665,1.06918670688886,69,
PID_RAC1_PATHWAY,0.3557142857142857,0.6114126028743397,0.07934349601349727,0.32463139559663307,1.069103122732939,54,
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS,0.36867862969004894,0.6272243240429003,0.08455574424412811,0.3951555621674967,1.068676945852836,19,
REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING,0.39074960127591707,0.6509237107921318,0.08020234446981443,0.3710429044636425,1.0675151252843207,25,
REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY,0.3704318936877076,0.6286021693393273,0.08528846897905017,0.3902744712018954,1.067137148948829,21,
WP_WNT_SIGNALING,0.3513157894736842,0.6074100583405359,0.07569463079327488,0.28779474396573973,1.065633708439933,113,
WP_P38_MAPK_SIGNALING_PATHWAY,0.37306501547987614,0.6318549605815974,0.08108020575508663,0.3563545872959454,1.0655940612125874,34,
REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES,0.37833333333333335,0.6371426565571469,0.08431443206426534,0.41588684589695135,1.065352638684729,16,
REACTOME_METABOLISM_OF_COFACTORS,0.36867862969004894,0.6272243240429003,0.08455574424412811,0.39374376564358865,1.0648588181538106,19,
PID_CXCR3_PATHWAY,0.36959761549925485,0.6277193146839511,0.07955646772359566,0.33870604194527915,1.0648121682301313,41,
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS,0.3648068669527897,0.6222260469612855,0.07808923069433449,0.31468255844012105,1.0641084843817987,67,
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS,0.38803418803418804,0.6469394010678414,0.08431443206426534,0.4213838236331192,1.0637680781018315,15,
REACTOME_HEDGEHOG_ON_STATE,0.36944444444444446,0.6277193146839511,0.07588869006061172,0.30237960536530406,1.062386418706315,84,
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.3791130185979971,0.6376237804227086,0.07608371609517249,0.3179232339621392,1.0601226747793588,59,
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS,0.350210970464135,0.6066479462372668,0.07934349601349727,0.3070914517177175,1.0594316354440143,76,
REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING,0.37925696594427244,0.6376237804227086,0.08020234446981443,0.3540204473742105,1.0586143681559794,34,
WP_NANOPARTICLEMEDIATED_ACTIVATION_OF_RECEPTOR_SIGNALING,0.3818770226537217,0.6414892170460418,0.08220549204158693,0.3677188223361929,1.056725967206078,27,
REACTOME_NGF_STIMULATED_TRANSCRIPTION,0.37329286798179057,0.6318549605815974,0.07998588014999461,0.34237713213614573,1.0562404664773493,39,
REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA,0.38666666666666666,0.6462764771460423,0.083129129135339,0.4122832199529508,1.056121444079394,16,
REACTOME_GAP_JUNCTION_ASSEMBLY,0.38533541341653665,0.6454953647765226,0.07977059186284526,0.3566274128857525,1.055170738433805,33,
PID_MYC_PATHWAY,0.40032679738562094,0.6613663371684763,0.08020234446981443,0.37324321699064034,1.0531851800002103,24,
WP_FGFR3_SIGNALING_IN_CHONDROCYTE_PROLIFERATION_AND_TERMINAL_DIFFERENTIATION,0.3851132686084142,0.6454953647765226,0.08175155825321447,0.36647694110878465,1.053157131287235,27,
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,0.3742857142857143,0.632992506647329,0.07667468724900914,0.319531306654687,1.0523070854795822,54,
WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR,0.3512396694214876,0.6074100583405359,0.07808923069433449,0.30100463124212623,1.0512779882898395,79,
REACTOME_CELLULAR_RESPONSE_TO_STARVATION,0.36069651741293535,0.6173222074558714,0.07147862874255066,0.2718410147273596,1.0512159857494228,151,
PID_S1P_S1P2_PATHWAY,0.4035947712418301,0.6656649733600811,0.07977059186284526,0.3723719678214093,1.0507267650274752,24,
WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_EMBRYONIC_DEVELOPMENT_STAGE_1_OF_4,0.4,0.6613663371684763,0.08266464491237528,0.41620520925900606,1.0506948551848143,15,
REACTOME_METAL_ION_SLC_TRANSPORTERS,0.40224358974358976,0.6639842575536218,0.07892096381800347,0.36472021364967044,1.0483933033613781,26,
WP_METHIONINE_DE_NOVO_AND_SALVAGE_PATHWAY,0.4096989966555184,0.6729566921235671,0.08020234446981443,0.3786698196377172,1.0468799654404628,22,
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS,0.39469578783151327,0.656403394238931,0.07850290473486872,0.35559265368939125,1.0453225101507346,31,
WP_MONOAMINE_TRANSPORT,0.40809968847352024,0.6719862250894291,0.07667468724900914,0.35362585751004594,1.0439148460034804,32,
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION,0.4002932551319648,0.6613663371684763,0.0745500777420554,0.32563413927011314,1.0438376779297027,46,
WP_CONSTITUTIVE_ANDROSTANE_RECEPTOR_PATHWAY,0.4040066777963272,0.665795011471441,0.08085891502800323,0.37557964902599744,1.0438000568940908,23,
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,0.39970717423133234,0.6613663371684763,0.0745500777420554,0.32325657023523374,1.0434040616214513,48,
REACTOME_CIRCADIAN_CLOCK,0.3870056497175141,0.6463026681581543,0.07436253844225256,0.30551971918997634,1.0427717025871148,70,
REACTOME_CD209_DC_SIGN_SIGNALING,0.38752052545155996,0.6466223125022273,0.08220549204158693,0.3820547524328669,1.0425242889601318,20,
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,0.4150375939849624,0.6794923426502374,0.07399014391013414,0.3299977956207275,1.0402767533317496,43,
WP_INSULIN_SIGNALING,0.3858764186633039,0.6454953647765226,0.06879430956047748,0.2685195695064524,1.0379001100655676,158,
WP_WNT_SIGNALING_PATHWAY,0.3997113997113997,0.6613663371684763,0.07380527241712746,0.31709988574302167,1.0357996623640822,51,
KEGG_RNA_DEGRADATION,0.39942938659058486,0.6613663371684763,0.07325586558284547,0.31325388383060293,1.0356805901590367,56,
REACTOME_RMTS_METHYLATE_HISTONE_ARGININES,0.4287856071964018,0.6939538433289724,0.0721797965581253,0.3269728590890584,1.0334213339133953,44,
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,0.3920220082530949,0.6524995790990314,0.07235708510369071,0.29437867734917833,1.0333073336053937,82,
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,0.3832923832923833,0.6433261748123209,0.06783382634794552,0.2617870394853736,1.0322312513989793,197,
PID_AURORA_A_PATHWAY,0.4251968503937008,0.6910313040138276,0.07511816352763015,0.3527369964285764,1.0319867820642967,30,
WP_PDGF_PATHWAY,0.4142640364188164,0.6787818104927983,0.0745500777420554,0.33411309957414054,1.0307457567290201,39,
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION,0.431438127090301,0.6955200129463803,0.07747675478485777,0.37234272024584164,1.02938790969902,22,
REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS,0.425,0.6910313040138276,0.07808923069433449,0.4013587496531813,1.02813687718358,16,
KEGG_HOMOLOGOUS_RECOMBINATION,0.4211382113821138,0.6883526447692931,0.077274697304471,0.3573486597287491,1.0279814632662518,28,
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR,0.42070116861435725,0.6882010115058103,0.07871138069864847,0.3696077814555702,1.027203215915243,23,
WP_CORTICOTROPINRELEASING_HORMONE_SIGNALING_PATHWAY,0.4092178770949721,0.672719191046751,0.0709609456938284,0.2909068427236634,1.0269583185168776,87,
REACTOME_DEUBIQUITINATION,0.40860215053763443,0.6722598345059516,0.06335970106437581,0.25529901847822856,1.0256710062079883,246,
REACTOME_INTERLEUKIN_17_SIGNALING,0.4334763948497854,0.6976806065255403,0.06928364673925483,0.3024630710831572,1.0227879223659169,67,
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION,0.4431438127090301,0.7064539185450888,0.07608371609517249,0.3695917711162278,1.0217825675767092,22,
REACTOME_S_PHASE,0.425,0.6910313040138276,0.06364240816510186,0.26315566999995565,1.0204937212996001,160,
REACTOME_DNA_DAMAGE_BYPASS,0.43191800878477304,0.6957325540376803,0.07061962471225905,0.3161448003134403,1.0204487675764866,48,
WP_CARDIAC_HYPERTROPHIC_RESPONSE,0.4273381294964029,0.6928215092159848,0.07028128417173922,0.30995309529421244,1.018039560254388,53,
WP_GPR143_IN_MELANOCYTES_AND_RETINAL_PIGMENT_EPITHELIUM_CELLS,0.43902439024390244,0.7032129455909943,0.07511816352763015,0.3538741865174688,1.0179864794917992,28,
REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS,0.4239316239316239,0.6906595894370955,0.07955646772359566,0.4029637408296716,1.017267251578979,15,
REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES,0.42242703533026116,0.6893319539797487,0.07417589655880091,0.3371370908910891,1.0172642822224953,35,
REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION,0.43740095087163233,0.7011744192400906,0.07399014391013414,0.3498478876781841,1.0169008571600333,29,
REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE,0.4373956594323873,0.7011744192400906,0.07667468724900914,0.3656939159489814,1.0163259145251178,23,
PID_P53_REGULATION_PATHWAY,0.4263233190271817,0.6922991996225314,0.07011321576425601,0.30454603997684504,1.0155160995001793,59,
REACTOME_CELL_CELL_COMMUNICATION,0.44836601307189544,0.7103008823035252,0.06321911708594577,0.2716444811725985,1.0154402793887405,122,
REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX,0.4142640364188164,0.6787818104927983,0.0745500777420554,0.3338312529245743,1.015362295147228,36,
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI,0.4370860927152318,0.7011744192400906,0.0762797180809272,0.38267751687270746,1.0150838746928048,18,
WP_SPHINGOLIPID_PATHWAY,0.4440944881889764,0.7068032499122323,0.0728938564822936,0.3467950038562842,1.0146025613678114,30,
KEGG_SPLICEOSOME,0.4448818897637795,0.7074931564342046,0.06378453903129748,0.27094183397041116,1.0135741795697275,124,
REACTOME_BASE_EXCISION_REPAIR,0.4431818181818182,0.7064539185450888,0.06783382634794552,0.30153635116648997,1.0117313006636728,62,
REACTOME_DNA_STRAND_ELONGATION,0.4517133956386293,0.7126875121401893,0.07147862874255066,0.3424430816237651,1.0109029337824216,32,
REACTOME_METALLOPROTEASE_DUBS,0.4493464052287582,0.7104314043444478,0.07417589655880091,0.35803424558485153,1.0102698300126836,24,
REACTOME_SIGNAL_TRANSDUCTION_BY_L1,0.4435215946843854,0.7064539185450888,0.07569463079327488,0.3691667842034794,1.0094218778089408,21,
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY,0.44552845528455287,0.7079581733814159,0.07436253844225256,0.35058689883926814,1.0085299705456654,28,
WP_NOVEL_INTRACELLULAR_COMPONENTS_OF_RIGILIKE_RECEPTOR_RLR_PATHWAY,0.4484240687679083,0.7103008823035252,0.06767604016417887,0.3060998884361982,1.0081615497171785,55,
PID_CIRCADIAN_PATHWAY,0.44166666666666665,0.7051850372736954,0.07608371609517249,0.39340633934042646,1.0077656598820923,16,
PID_RHOA_REG_PATHWAY,0.45161290322580644,0.7126875121401893,0.06847149044920875,0.31428956469605995,1.0074720363940122,46,
WP_16P112_DISTAL_DELETION_SYNDROME,0.4532710280373832,0.7143865321505111,0.07130529873400379,0.3411322297909706,1.0070332572299194,32,
REACTOME_GLYCOGEN_METABOLISM,0.45792880258899676,0.7185240787876017,0.072714107793444685,0.35041981060018196,1.007013214423104,27,
KEGG_DILATED_CARDIOMYOPATHY,0.44813278008298757,0.7103008823035252,0.06598161440087301,0.2832804153073213,1.003891530877628,88,
REACTOME_PHOSPHOLIPID_METABOLISM,0.44932844932844934,0.7104314043444478,0.05986031177644726,0.2538481566159604,1.0035290870502298,201,
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES,0.45350500715307585,0.7143865321505111,0.06705125798294667,0.2964505648121454,1.002456452559973,67,
PID_CD8_TCR_DOWNSTREAM_PATHWAY,0.45714285714285713,0.717854337335877,0.06658921041039328,0.3034553148248118,0.9993642915924987,54,
PID_ERBB1_DOWNSTREAM_PATHWAY,0.45614035087719296,0.7168432086505572,0.06392719333599958,0.2746926549646183,0.9989235926434203,105,
REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES,0.47335811648079307,0.738675156007108,0.05809835768732064,0.25604926688697366,0.9985576768591964,170,
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION,0.4604519774011299,0.7213507075429927,0.06568136019340105,0.29225280804868575,0.9974678939616367,71,
BIOCARTA_MCM_PATHWAY,0.4602649006622517,0.7213507075429927,0.07362127410143941,0.375304949322189,0.9955275273620988,18,
WP_OSX_AND_MIRNAS_IN_TOOTH_DEVELOPMENT,0.4495726495726496,0.7104314043444478,0.0764767053228531,0.3942254013461503,0.9952076325882886,15,
REACTOME_HCMV_EARLY_EVENTS,0.4829001367989056,0.7483080414426452,0.061840603575328466,0.27889151670059764,0.9938803582138042,91,
WP_COHESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME,0.47213622291021673,0.7379204922576412,0.06895673516728111,0.33223695886994864,0.9934760008943936,34,
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,0.4859335038363171,0.7518429366631564,0.058345277674361214,0.2585853523601079,0.9915818873198844,145,
PID_THROMBIN_PAR1_PATHWAY,0.4792284866468843,0.744928261902894,0.06613262047584399,0.3141429788707385,0.9904273179503523,42,
BIOCARTA_SPRY_PATHWAY,0.46166666666666667,0.7226872879143827,0.07380527241712746,0.3854196813695635,0.9873067123883803,16,
WP_THYROID_STIMULATING_HORMONE_TSH_SIGNALING_PATHWAY,0.4764621968616263,0.7423600401608659,0.06450312496564929,0.29354592030747334,0.9872480984734182,64,
REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE,0.47401574803149604,0.7391243996216541,0.06961334388509648,0.33743572264885713,0.9872205328494524,30,
WP_INFLUENCE_OF_LAMINOPATHIES_ON_WNT_SIGNALING,0.46697388632872505,0.7304231602277945,0.06911984565510101,0.32676080637110927,0.9859552868329503,35,
REACTOME_PI_3K_CASCADE_FGFR2,0.48450244698205547,0.7502094434679543,0.07028128417173922,0.36419299803007976,0.9849403579211148,19,
REACTOME_CELL_JUNCTION_ORGANIZATION,0.4909596662030598,0.755526076012253,0.061840603575328466,0.27887816371472457,0.9844576159379238,86,
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,0.48914858096828046,0.7538997789942888,0.0709609456938284,0.3540624648798478,0.9840001233934422,23,
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,0.48857142857142855,0.7535912698412698,0.06335970106437581,0.29871204474513624,0.9837433599052634,54,
WP_ENERGY_METABOLISM,0.47794117647058826,0.7438055155358418,0.06583119583688658,0.3050706098317798,0.9826956656568522,47,
WP_GLYCOGEN_SYNTHESIS_AND_DEGRADATION,0.48103186646433993,0.7471505058758473,0.06705125798294667,0.3182074057265428,0.9816763653698102,39,
REACTOME_SIGNALING_BY_ERBB2_IN_CANCER,0.48717948717948717,0.752024552024552,0.06911984565510101,0.3410465521469991,0.9803430356312633,26,
